ApprovalFY,Term,NoEmp,NewBiz,RevLineCr,LowDoc,DisbursementGross,MIS_Status,County_Name,TotalLoansInCounty,PIF_RateByCounty,MedIncome,PopChange,EmployedInCty,UnempInCty,UnempRateInCty,DeathsPer100k,PayDelay,Industry
1998,84,1.0986122886681098,0.0,0.0,0,62200.0,P I F,Larimer,1078,0.8218923933209648,26818,0.2587946386977413,139454,5211,3.6,595.6,4.653960350157523,Unknown
1998,84,2.70805020110221,0.0,0.0,0,133000.0,P I F,Larimer,1078,0.8218923933209648,26818,0.2587946386977413,139454,5211,3.6,595.6,3.332204510175204,Unknown
2007,56,0.0,1.0,0.0,0,5000.0,CHGOFF,Larimer,1078,0.8218923933209648,37849,0.2587946386977413,166224,5800,3.4,595.6,3.332204510175204,Professional
2007,84,0.0,0.0,1.0,0,43480.0,P I F,Larimer,1078,0.8218923933209648,37849,0.2587946386977413,166224,5800,3.4,595.6,3.1354942159291497,Construction
2006,96,2.6390573296152584,0.0,0.0,0,500000.0,P I F,Larimer,1078,0.8218923933209648,35926,0.2587946386977413,162695,6655,3.9,595.6,3.9889840465642745,Retail
2007,41,0.6931471805599453,0.0,1.0,0,74340.0,CHGOFF,Larimer,1078,0.8218923933209648,37849,0.2587946386977413,166224,5800,3.4,595.6,3.4657359027997265,Other
2007,140,0.6931471805599453,0.0,0.0,0,270000.0,P I F,Larimer,1078,0.8218923933209648,37849,0.2587946386977413,166224,5800,3.4,595.6,4.007333185232471,Retail
2007,52,0.0,1.0,0.0,0,20000.0,CHGOFF,Larimer,1078,0.8218923933209648,37849,0.2587946386977413,166224,5800,3.4,595.6,3.1780538303479458,Professional
2007,33,3.5553480614894135,0.0,0.0,0,75000.0,CHGOFF,Larimer,1078,0.8218923933209648,37849,0.2587946386977413,166224,5800,3.4,595.6,2.772588722239781,Accommodation
2007,84,0.0,1.0,1.0,0,83882.0,P I F,Larimer,1078,0.8218923933209648,37849,0.2587946386977413,166224,5800,3.4,595.6,3.6888794541139363,Retail
2007,72,1.791759469228055,0.0,1.0,0,25372.0,CHGOFF,Larimer,1078,0.8218923933209648,37849,0.2587946386977413,166224,5800,3.4,595.6,3.367295829986474,Other
2007,84,0.6931471805599453,1.0,1.0,0,57307.0,P I F,Larimer,1078,0.8218923933209648,37849,0.2587946386977413,166224,5800,3.4,595.6,3.367295829986474,Professional
2007,72,0.6931471805599453,0.0,1.0,0,27103.0,P I F,Larimer,1078,0.8218923933209648,37849,0.2587946386977413,166224,5800,3.4,595.6,3.295836866004329,Other
2007,90,0.0,0.0,0.0,0,25000.0,P I F,Larimer,1078,0.8218923933209648,37849,0.2587946386977413,166224,5800,3.4,595.6,3.784189633918261,Retail
2007,120,1.3862943611198906,0.0,0.0,0,350000.0,P I F,Larimer,1078,0.8218923933209648,37849,0.2587946386977413,166224,5800,3.4,595.6,3.7376696182833684,Retail
2007,64,0.0,0.0,0.0,0,25000.0,CHGOFF,Larimer,1078,0.8218923933209648,37849,0.2587946386977413,166224,5800,3.4,595.6,4.04305126783455,Real
2007,123,0.0,1.0,0.0,0,310000.0,P I F,Larimer,1078,0.8218923933209648,37849,0.2587946386977413,166224,5800,3.4,595.6,3.8501476017100584,Retail
2007,84,2.772588722239781,0.0,1.0,0,100000.0,P I F,Larimer,1078,0.8218923933209648,37849,0.2587946386977413,166224,5800,3.4,595.6,6.988413181999592,Professional
2007,84,0.6931471805599453,1.0,1.0,0,31102.0,P I F,Larimer,1078,0.8218923933209648,37849,0.2587946386977413,166224,5800,3.4,595.6,2.5649493574615367,Professional
2007,84,0.6931471805599453,1.0,1.0,0,90618.0,P I F,Larimer,1078,0.8218923933209648,37849,0.2587946386977413,166224,5800,3.4,595.6,1.9459101490553132,Administrative
2007,54,0.0,0.0,1.0,0,59679.0,CHGOFF,Larimer,1078,0.8218923933209648,37849,0.2587946386977413,166224,5800,3.4,595.6,1.9459101490553132,Construction
2006,120,0.0,1.0,0.0,0,273000.0,P I F,Larimer,1078,0.8218923933209648,35926,0.2587946386977413,162695,6655,3.9,595.6,3.912023005428146,Accommodation
2006,62,0.6931471805599453,0.0,1.0,0,83556.0,P I F,Larimer,1078,0.8218923933209648,35926,0.2587946386977413,162695,6655,3.9,595.6,6.519147287940395,Professional
2007,56,1.3862943611198906,0.0,1.0,0,225444.0,CHGOFF,Larimer,1078,0.8218923933209648,37849,0.2587946386977413,166224,5800,3.4,595.6,3.6375861597263857,Construction
2007,84,0.0,1.0,1.0,0,25000.0,P I F,Larimer,1078,0.8218923933209648,37849,0.2587946386977413,166224,5800,3.4,595.6,3.4657359027997265,Retail
2007,84,0.0,1.0,1.0,0,84500.0,P I F,Larimer,1078,0.8218923933209648,37849,0.2587946386977413,166224,5800,3.4,595.6,3.295836866004329,Agriculture
2006,84,2.0794415416798357,0.0,1.0,0,55864.0,P I F,Larimer,1078,0.8218923933209648,35926,0.2587946386977413,162695,6655,3.9,595.6,3.9889840465642745,Health
2006,84,0.0,1.0,0.0,0,82500.0,P I F,Larimer,1078,0.8218923933209648,35926,0.2587946386977413,162695,6655,3.9,595.6,3.091042453358316,Administrative
2007,84,0.6931471805599453,1.0,1.0,0,173897.0,P I F,Larimer,1078,0.8218923933209648,37849,0.2587946386977413,166224,5800,3.4,595.6,3.4011973816621555,Real
2007,84,0.0,0.0,1.0,0,343000.0,P I F,Larimer,1078,0.8218923933209648,37849,0.2587946386977413,166224,5800,3.4,595.6,5.198497031265826,Construction
2006,60,0.6931471805599453,0.0,0.0,0,27500.0,P I F,Larimer,1078,0.8218923933209648,35926,0.2587946386977413,162695,6655,3.9,595.6,4.143134726391533,Retail
2007,60,0.0,1.0,1.0,0,52917.0,CHGOFF,Larimer,1078,0.8218923933209648,37849,0.2587946386977413,166224,5800,3.4,595.6,3.367295829986474,Retail
2007,240,1.0986122886681098,0.0,0.0,0,138000.0,P I F,Larimer,1078,0.8218923933209648,37849,0.2587946386977413,166224,5800,3.4,595.6,4.718498871295094,Retail
2007,240,0.6931471805599453,0.0,0.0,0,93000.0,P I F,Larimer,1078,0.8218923933209648,37849,0.2587946386977413,166224,5800,3.4,595.6,4.343805421853684,Other
2007,15,2.0794415416798357,0.0,1.0,0,212130.0,CHGOFF,Larimer,1078,0.8218923933209648,37849,0.2587946386977413,166224,5800,3.4,595.6,2.4849066497880004,Administrative
2007,84,0.6931471805599453,0.0,0.0,0,100000.0,P I F,Larimer,1078,0.8218923933209648,37849,0.2587946386977413,166224,5800,3.4,595.6,3.5263605246161616,Construction
2007,60,1.0986122886681098,0.0,0.0,0,40000.0,P I F,Larimer,1078,0.8218923933209648,37849,0.2587946386977413,166224,5800,3.4,595.6,6.579251212010101,Retail
2007,240,0.0,1.0,0.0,0,341000.0,P I F,Larimer,1078,0.8218923933209648,37849,0.2587946386977413,166224,5800,3.4,595.6,6.968850378341948,Accommodation
2007,240,0.0,1.0,0.0,0,714000.0,P I F,Larimer,1078,0.8218923933209648,37849,0.2587946386977413,166224,5800,3.4,595.6,6.968850378341948,Real
2007,84,1.3862943611198906,1.0,1.0,0,25000.0,P I F,Larimer,1078,0.8218923933209648,37849,0.2587946386977413,166224,5800,3.4,595.6,4.406719247264253,Professional
2007,53,1.6094379124341003,0.0,0.0,0,50000.0,CHGOFF,Larimer,1078,0.8218923933209648,37849,0.2587946386977413,166224,5800,3.4,595.6,3.6635616461296463,Professional
2007,84,1.3862943611198906,0.0,1.0,0,119982.0,P I F,Larimer,1078,0.8218923933209648,37849,0.2587946386977413,166224,5800,3.4,595.6,2.1972245773362196,Accommodation
2007,240,3.5553480614894135,0.0,0.0,0,475000.0,P I F,Larimer,1078,0.8218923933209648,37849,0.2587946386977413,166224,5800,3.4,595.6,6.472346294500901,Construction
2007,120,1.0986122886681098,1.0,0.0,0,450000.0,P I F,Larimer,1078,0.8218923933209648,37849,0.2587946386977413,166224,5800,3.4,595.6,3.6375861597263857,Health
2008,84,1.3862943611198906,0.0,1.0,0,69199.0,P I F,Larimer,1078,0.8218923933209648,38020,0.2587946386977413,168090,7427,4.2,595.6,6.052089168924417,Professional
2008,20,1.0986122886681098,1.0,1.0,0,152037.0,CHGOFF,Larimer,1078,0.8218923933209648,38020,0.2587946386977413,168090,7427,4.2,595.6,2.772588722239781,Wholesale
2008,63,0.0,0.0,1.0,0,49724.0,CHGOFF,Larimer,1078,0.8218923933209648,38020,0.2587946386977413,168090,7427,4.2,595.6,4.653960350157523,Professional
2008,84,0.0,1.0,1.0,0,47103.0,P I F,Larimer,1078,0.8218923933209648,38020,0.2587946386977413,168090,7427,4.2,595.6,5.017279836814924,Other
2008,54,2.302585092994046,1.0,0.0,0,101300.0,CHGOFF,Larimer,1078,0.8218923933209648,38020,0.2587946386977413,168090,7427,4.2,595.6,2.1972245773362196,Other
2008,84,2.302585092994046,0.0,1.0,0,93672.0,P I F,Larimer,1078,0.8218923933209648,38020,0.2587946386977413,168090,7427,4.2,595.6,5.7430031878094825,Retail
2007,240,2.0794415416798357,0.0,0.0,0,773000.0,P I F,Larimer,1078,0.8218923933209648,37849,0.2587946386977413,166224,5800,3.4,595.6,4.983606621708336,Accommodation
2007,240,2.302585092994046,0.0,0.0,0,807000.0,P I F,Larimer,1078,0.8218923933209648,37849,0.2587946386977413,166224,5800,3.4,595.6,4.983606621708336,Accommodation
1999,240,3.4011973816621555,0.0,0.0,0,243000.0,P I F,Larimer,1078,0.8218923933209648,27995,0.2587946386977413,140987,4737,3.3,595.6,4.882801922586371,Accommodation
2008,84,0.0,1.0,0.0,0,69400.0,P I F,Larimer,1078,0.8218923933209648,38020,0.2587946386977413,168090,7427,4.2,595.6,1.6094379124341003,Educational
2008,85,0.6931471805599453,1.0,0.0,0,215700.0,CHGOFF,Larimer,1078,0.8218923933209648,38020,0.2587946386977413,168090,7427,4.2,595.6,3.58351893845611,Manufacturing
2008,22,1.0986122886681098,1.0,1.0,0,28510.0,CHGOFF,Larimer,1078,0.8218923933209648,38020,0.2587946386977413,168090,7427,4.2,595.6,2.995732273553991,Manufacturing
2007,87,3.258096538021482,0.0,0.0,0,1291600.0,CHGOFF,Larimer,1078,0.8218923933209648,37849,0.2587946386977413,166224,5800,3.4,595.6,4.532599493153256,Other
2008,51,1.0986122886681098,1.0,1.0,0,50884.0,CHGOFF,Larimer,1078,0.8218923933209648,38020,0.2587946386977413,168090,7427,4.2,595.6,3.2188758248682006,Retail
1999,36,1.9459101490553132,0.0,0.0,1,150000.0,P I F,Larimer,1078,0.8218923933209648,27995,0.2587946386977413,140987,4737,3.3,595.6,4.709530201312334,Unknown
2007,240,0.0,1.0,0.0,0,501000.0,P I F,Larimer,1078,0.8218923933209648,37849,0.2587946386977413,166224,5800,3.4,595.6,6.045005314036012,Retail
2008,66,1.0986122886681098,0.0,1.0,0,104125.0,CHGOFF,Larimer,1078,0.8218923933209648,38020,0.2587946386977413,168090,7427,4.2,595.6,2.772588722239781,Health
1999,300,1.791759469228055,0.0,0.0,0,185000.0,P I F,Larimer,1078,0.8218923933209648,27995,0.2587946386977413,140987,4737,3.3,595.6,5.3612921657094255,Construction
2008,84,0.6931471805599453,1.0,0.0,0,50700.0,P I F,Larimer,1078,0.8218923933209648,38020,0.2587946386977413,168090,7427,4.2,595.6,2.4849066497880004,Other
2008,48,0.0,0.0,1.0,0,393275.0,P I F,Larimer,1078,0.8218923933209648,38020,0.2587946386977413,168090,7427,4.2,595.6,3.4965075614664802,Real
2008,59,0.6931471805599453,1.0,1.0,0,37650.0,CHGOFF,Larimer,1078,0.8218923933209648,38020,0.2587946386977413,168090,7427,4.2,595.6,3.1354942159291497,Construction
1999,87,1.3862943611198906,0.0,0.0,0,205000.0,P I F,Larimer,1078,0.8218923933209648,27995,0.2587946386977413,140987,4737,3.3,595.6,3.4339872044851463,Health
2008,84,2.302585092994046,0.0,1.0,0,48211.0,P I F,Larimer,1078,0.8218923933209648,38020,0.2587946386977413,168090,7427,4.2,595.6,2.6390573296152584,Accommodation
2008,84,0.0,1.0,1.0,0,39449.0,P I F,Larimer,1078,0.8218923933209648,38020,0.2587946386977413,168090,7427,4.2,595.6,5.5254529391317835,Construction
2008,50,2.0794415416798357,0.0,0.0,0,99682.0,CHGOFF,Larimer,1078,0.8218923933209648,38020,0.2587946386977413,168090,7427,4.2,595.6,3.4011973816621555,Professional
2008,60,1.3862943611198906,1.0,0.0,0,90000.0,P I F,Larimer,1078,0.8218923933209648,38020,0.2587946386977413,168090,7427,4.2,595.6,7.00669522683704,Retail
2008,24,1.3862943611198906,1.0,1.0,0,25000.0,P I F,Larimer,1078,0.8218923933209648,38020,0.2587946386977413,168090,7427,4.2,595.6,6.889591308354466,Retail
1999,240,3.1780538303479458,0.0,0.0,0,350000.0,P I F,Larimer,1078,0.8218923933209648,27995,0.2587946386977413,140987,4737,3.3,595.6,6.0867747269123065,Unknown
2008,84,0.0,0.0,0.0,0,56900.0,P I F,Larimer,1078,0.8218923933209648,38020,0.2587946386977413,168090,7427,4.2,595.6,5.342334251964811,Other
2008,60,0.6931471805599453,0.0,0.0,0,100000.0,P I F,Larimer,1078,0.8218923933209648,38020,0.2587946386977413,168090,7427,4.2,595.6,7.025538314638521,Other
2008,84,1.6094379124341003,1.0,0.0,0,250000.0,P I F,Larimer,1078,0.8218923933209648,38020,0.2587946386977413,168090,7427,4.2,595.6,6.680854678790215,Arts
2008,65,0.0,0.0,0.0,0,1000000.0,P I F,Larimer,1078,0.8218923933209648,38020,0.2587946386977413,168090,7427,4.2,595.6,5.799092654460526,Manufacturing
2008,84,0.0,0.0,1.0,0,97000.0,P I F,Larimer,1078,0.8218923933209648,38020,0.2587946386977413,168090,7427,4.2,595.6,3.1780538303479458,Real
2008,84,0.6931471805599453,0.0,1.0,0,82052.0,P I F,Larimer,1078,0.8218923933209648,38020,0.2587946386977413,168090,7427,4.2,595.6,3.8501476017100584,Construction
2008,4,0.6931471805599453,1.0,0.0,0,135300.0,CHGOFF,Larimer,1078,0.8218923933209648,38020,0.2587946386977413,168090,7427,4.2,595.6,5.8998973535824915,Information
2008,84,0.0,1.0,1.0,0,62144.0,P I F,Larimer,1078,0.8218923933209648,38020,0.2587946386977413,168090,7427,4.2,595.6,0.6931471805599453,Retail
2009,84,2.302585092994046,1.0,1.0,0,34287.0,P I F,Larimer,1078,0.8218923933209648,36765,0.2587946386977413,165822,11078,6.3,595.6,4.2626798770413155,Administrative
2009,300,1.0986122886681098,1.0,0.0,0,302000.0,P I F,Larimer,1078,0.8218923933209648,36765,0.2587946386977413,165822,11078,6.3,595.6,3.1354942159291497,Health
2009,84,2.0794415416798357,0.0,1.0,0,375167.0,P I F,Larimer,1078,0.8218923933209648,36765,0.2587946386977413,165822,11078,6.3,595.6,3.713572066704308,Construction
2009,108,1.791759469228055,0.0,0.0,0,339000.0,P I F,Larimer,1078,0.8218923933209648,36765,0.2587946386977413,165822,11078,6.3,595.6,4.143134726391533,Health
2009,84,0.0,0.0,1.0,0,25042.0,P I F,Larimer,1078,0.8218923933209648,36765,0.2587946386977413,165822,11078,6.3,595.6,3.295836866004329,Manufacturing
2000,300,0.6931471805599453,0.0,0.0,0,730000.0,P I F,Larimer,1078,0.8218923933209648,30799,0.2587946386977413,142656,3661,2.5,595.6,3.6109179126442243,Accommodation
2009,120,0.0,1.0,0.0,0,12500.0,P I F,Larimer,1078,0.8218923933209648,36765,0.2587946386977413,165822,11078,6.3,595.6,1.0986122886681098,Educational
2000,120,2.833213344056216,0.0,0.0,0,235000.0,P I F,Larimer,1078,0.8218923933209648,30799,0.2587946386977413,142656,3661,2.5,595.6,3.1354942159291497,Unknown
2009,78,1.791759469228055,0.0,0.0,0,34600.0,P I F,Larimer,1078,0.8218923933209648,36765,0.2587946386977413,165822,11078,6.3,595.6,2.772588722239781,Retail
2009,120,0.0,1.0,0.0,0,114000.0,P I F,Larimer,1078,0.8218923933209648,36765,0.2587946386977413,165822,11078,6.3,595.6,5.153291594497779,Other
2010,24,1.3862943611198906,0.0,1.0,,65000.0,P I F,Larimer,1078,0.8218923933209648,36955,0.2587946386977413,157025,12976,7.6,595.6,1.791759469228055,Other
2000,240,2.4849066497880004,1.0,0.0,0,750000.0,P I F,Larimer,1078,0.8218923933209648,30799,0.2587946386977413,142656,3661,2.5,595.6,5.247024072160486,Unknown
2010,240,2.4849066497880004,0.0,0.0,0,433000.0,P I F,Larimer,1078,0.8218923933209648,36955,0.2587946386977413,157025,12976,7.6,595.6,5.820082930352362,Accommodation
2000,62,0.6931471805599453,1.0,0.0,1,45000.0,P I F,Larimer,1078,0.8218923933209648,30799,0.2587946386977413,142656,3661,2.5,595.6,4.997212273764115,Other
2010,84,1.9459101490553132,0.0,0.0,0,55200.0,P I F,Larimer,1078,0.8218923933209648,36955,0.2587946386977413,157025,12976,7.6,595.6,0.0,Retail
2010,84,2.4849066497880004,0.0,0.0,0,100000.0,P I F,Larimer,1078,0.8218923933209648,36955,0.2587946386977413,157025,12976,7.6,595.6,3.9512437185814275,Manufacturing
2000,120,2.6390573296152584,0.0,0.0,0,1897800.0,P I F,Larimer,1078,0.8218923933209648,30799,0.2587946386977413,142656,3661,2.5,595.6,3.258096538021482,Unknown
2010,240,0.0,0.0,0.0,0,174000.0,P I F,Larimer,1078,0.8218923933209648,36955,0.2587946386977413,157025,12976,7.6,595.6,6.315358001522335,Accommodation
2000,300,2.302585092994046,0.0,0.0,0,218000.0,P I F,Larimer,1078,0.8218923933209648,30799,0.2587946386977413,142656,3661,2.5,595.6,4.1588830833596715,Construction
2010,84,0.6931471805599453,1.0,1.0,0,58469.0,P I F,Larimer,1078,0.8218923933209648,36955,0.2587946386977413,157025,12976,7.6,595.6,1.0986122886681098,Accommodation
2010,36,1.3862943611198906,0.0,0.0,0,35000.0,CHGOFF,Larimer,1078,0.8218923933209648,36955,0.2587946386977413,157025,12976,7.6,595.6,3.2188758248682006,Administrative
2010,84,0.0,1.0,1.0,,25000.0,P I F,Larimer,1078,0.8218923933209648,36955,0.2587946386977413,157025,12976,7.6,595.6,0.0,Retail
2000,120,1.3862943611198906,0.0,0.0,0,154000.0,P I F,Larimer,1078,0.8218923933209648,30799,0.2587946386977413,142656,3661,2.5,595.6,3.871201010907891,Unknown
2000,84,1.3862943611198906,0.0,1.0,0,50000.0,P I F,Larimer,1078,0.8218923933209648,30799,0.2587946386977413,142656,3661,2.5,595.6,3.871201010907891,Unknown
2000,65,1.6094379124341003,0.0,0.0,0,150000.0,CHGOFF,Larimer,1078,0.8218923933209648,30799,0.2587946386977413,142656,3661,2.5,595.6,3.713572066704308,Retail
1990,300,0.6931471805599453,0.0,0.0,0,660000.0,P I F,Larimer,1078,0.8218923933209648,17688,0.2587946386977413,98713,5141,5.0,595.6,3.6635616461296463,Accommodation
1990,60,0.6931471805599453,1.0,0.0,0,42000.0,P I F,Larimer,1078,0.8218923933209648,17688,0.2587946386977413,98713,5141,5.0,595.6,3.295836866004329,Unknown
2010,60,1.9459101490553132,0.0,0.0,0,36500.0,P I F,Larimer,1078,0.8218923933209648,36955,0.2587946386977413,157025,12976,7.6,595.6,4.736198448394496,Manufacturing
2001,96,1.0986122886681098,0.0,0.0,0,75000.0,CHGOFF,Larimer,1078,0.8218923933209648,31923,0.2587946386977413,144961,4795,3.2,595.6,4.07753744390572,Accommodation
2010,84,0.0,1.0,1.0,0,10000.0,P I F,Larimer,1078,0.8218923933209648,36955,0.2587946386977413,157025,12976,7.6,595.6,4.02535169073515,Health
2010,84,-6.907755278982137,0.0,1.0,0,80000.0,P I F,Larimer,1078,0.8218923933209648,36955,0.2587946386977413,157025,12976,7.6,595.6,3.9512437185814275,Transportation
2001,264,0.0,1.0,0.0,0,920000.0,P I F,Larimer,1078,0.8218923933209648,31923,0.2587946386977413,144961,4795,3.2,595.6,4.584967478670572,Other
2010,84,0.6931471805599453,1.0,0.0,0,50700.0,P I F,Larimer,1078,0.8218923933209648,36955,0.2587946386977413,157025,12976,7.6,595.6,0.0,Professional
2010,84,0.6931471805599453,1.0,1.0,0,42577.0,P I F,Larimer,1078,0.8218923933209648,36955,0.2587946386977413,157025,12976,7.6,595.6,0.0,Agriculture
2010,37,1.6094379124341003,0.0,1.0,0,169550.0,P I F,Larimer,1078,0.8218923933209648,36955,0.2587946386977413,157025,12976,7.6,595.6,0.6931471805599453,Professional
2001,300,0.6931471805599453,0.0,0.0,0,168000.0,P I F,Larimer,1078,0.8218923933209648,31923,0.2587946386977413,144961,4795,3.2,595.6,3.044522437723423,Other
2001,120,3.5553480614894135,0.0,0.0,0,91000.0,P I F,Larimer,1078,0.8218923933209648,31923,0.2587946386977413,144961,4795,3.2,595.6,5.849324779946859,Accommodation
2010,120,0.6931471805599453,1.0,0.0,0,150000.0,P I F,Larimer,1078,0.8218923933209648,36955,0.2587946386977413,157025,12976,7.6,595.6,0.0,Health
2001,84,1.3862943611198906,0.0,1.0,0,10000.0,P I F,Larimer,1078,0.8218923933209648,31923,0.2587946386977413,144961,4795,3.2,595.6,3.6109179126442243,Administrative
2011,84,2.833213344056216,0.0,1.0,0,200000.0,P I F,Larimer,1078,0.8218923933209648,38970,0.2587946386977413,158704,12238,7.2,595.6,,Construction
1991,300,3.332204510175204,0.0,0.0,0,420000.0,P I F,Larimer,1078,0.8218923933209648,18268,0.2587946386977413,101691,5129,4.8,595.6,4.624972813284271,Unknown
1991,60,2.1972245773362196,0.0,0.0,0,25000.0,P I F,Larimer,1078,0.8218923933209648,18268,0.2587946386977413,101691,5129,4.8,595.6,4.394449154672439,Accommodation
1991,300,1.9459101490553132,0.0,0.0,0,64000.0,P I F,Larimer,1078,0.8218923933209648,18268,0.2587946386977413,101691,5129,4.8,595.6,4.343805421853684,Professional
2001,43,1.9459101490553132,1.0,0.0,1,150000.0,CHGOFF,Larimer,1078,0.8218923933209648,31923,0.2587946386977413,144961,4795,3.2,595.6,5.579729825986222,Manufacturing
1991,180,1.0986122886681098,0.0,0.0,0,250000.0,P I F,Larimer,1078,0.8218923933209648,18268,0.2587946386977413,101691,5129,4.8,595.6,4.8283137373023015,Unknown
2011,84,0.6931471805599453,1.0,1.0,0,25107.0,P I F,Larimer,1078,0.8218923933209648,38970,0.2587946386977413,158704,12238,7.2,595.6,0.0,Construction
2001,84,2.3978952727983707,0.0,0.0,0,101300.0,P I F,Larimer,1078,0.8218923933209648,31923,0.2587946386977413,144961,4795,3.2,595.6,4.0943445622221,Professional
2011,84,2.6390573296152584,0.0,1.0,0,120871.0,P I F,Larimer,1078,0.8218923933209648,38970,0.2587946386977413,158704,12238,7.2,595.6,0.0,Manufacturing
2001,300,3.58351893845611,0.0,0.0,0,725000.0,P I F,Larimer,1078,0.8218923933209648,31923,0.2587946386977413,144961,4795,3.2,595.6,3.5263605246161616,Wholesale
1992,300,1.791759469228055,0.0,0.0,0,266000.0,P I F,Larimer,1078,0.8218923933209648,19280,0.2587946386977413,104070,5622,5.1,595.6,5.087596335232384,Unknown
2001,120,0.6931471805599453,0.0,0.0,1,69800.0,P I F,Larimer,1078,0.8218923933209648,31923,0.2587946386977413,144961,4795,3.2,595.6,5.680172609017068,Retail
1992,228,0.6931471805599453,1.0,0.0,0,127000.0,P I F,Larimer,1078,0.8218923933209648,19280,0.2587946386977413,104070,5622,5.1,595.6,4.543294782270004,Professional
2011,69,0.6931471805599453,1.0,0.0,0,50900.0,CHGOFF,Larimer,1078,0.8218923933209648,38970,0.2587946386977413,158704,12238,7.2,595.6,0.0,Educational
1992,276,1.3862943611198906,0.0,0.0,0,195500.0,P I F,Larimer,1078,0.8218923933209648,19280,0.2587946386977413,104070,5622,5.1,595.6,4.727387818712341,Other
2001,240,1.9459101490553132,0.0,0.0,0,213000.0,P I F,Larimer,1078,0.8218923933209648,31923,0.2587946386977413,144961,4795,3.2,595.6,6.541029999189903,Manufacturing
2001,282,0.0,0.0,0.0,0,394600.0,CHGOFF,Larimer,1078,0.8218923933209648,31923,0.2587946386977413,144961,4795,3.2,595.6,5.0238805208462765,Accommodation
1992,264,2.302585092994046,0.0,0.0,0,315000.0,P I F,Larimer,1078,0.8218923933209648,19280,0.2587946386977413,104070,5622,5.1,595.6,4.174387269895637,Unknown
2002,25,0.0,0.0,1.0,0,35000.0,CHGOFF,Larimer,1078,0.8218923933209648,32006,0.2587946386977413,147361,7069,4.6,595.6,3.332204510175204,Agriculture
2002,228,3.9512437185814275,0.0,0.0,0,390000.0,P I F,Larimer,1078,0.8218923933209648,32006,0.2587946386977413,147361,7069,4.6,595.6,3.4657359027997265,Wholesale
2002,240,3.6888794541139363,0.0,0.0,0,782000.0,P I F,Larimer,1078,0.8218923933209648,32006,0.2587946386977413,147361,7069,4.6,595.6,4.983606621708336,Manufacturing
1993,240,3.2188758248682006,1.0,0.0,0,163000.0,P I F,Larimer,1078,0.8218923933209648,20312,0.2587946386977413,111237,5238,4.5,595.6,5.5053315359323625,Other
2002,300,1.0986122886681098,0.0,0.0,0,322500.0,P I F,Larimer,1078,0.8218923933209648,32006,0.2587946386977413,147361,7069,4.6,595.6,4.77912349311153,Retail
2002,240,2.1972245773362196,0.0,0.0,0,166500.0,P I F,Larimer,1078,0.8218923933209648,32006,0.2587946386977413,147361,7069,4.6,595.6,3.6888794541139363,Professional
2012,84,1.9459101490553132,1.0,1.0,0,10000.0,P I F,Larimer,1078,0.8218923933209648,40684,0.2587946386977413,161287,11596,6.7,595.6,6.042632833682381,Retail
2002,84,1.3862943611198906,0.0,0.0,1,41400.0,P I F,Larimer,1078,0.8218923933209648,32006,0.2587946386977413,147361,7069,4.6,595.6,3.7612001156935624,Accommodation
2002,25,0.0,1.0,0.0,0,69999.0,CHGOFF,Larimer,1078,0.8218923933209648,32006,0.2587946386977413,147361,7069,4.6,595.6,3.8066624897703196,Health
2012,84,2.772588722239781,0.0,1.0,0,100033.0,P I F,Larimer,1078,0.8218923933209648,40684,0.2587946386977413,161287,11596,6.7,595.6,4.564348191467836,Other
2002,13,0.0,0.0,1.0,0,144324.0,CHGOFF,Larimer,1078,0.8218923933209648,32006,0.2587946386977413,147361,7069,4.6,595.6,2.772588722239781,Health
2002,84,0.6931471805599453,0.0,0.0,0,476000.0,P I F,Larimer,1078,0.8218923933209648,32006,0.2587946386977413,147361,7069,4.6,595.6,3.6375861597263857,Manufacturing
1993,216,3.871201010907891,0.0,0.0,0,1000000.0,P I F,Larimer,1078,0.8218923933209648,20312,0.2587946386977413,111237,5238,4.5,595.6,4.653960350157523,Unknown
2002,240,1.3862943611198906,0.0,0.0,0,212000.0,P I F,Larimer,1078,0.8218923933209648,32006,0.2587946386977413,147361,7069,4.6,595.6,5.556828061699537,Retail
2002,240,2.4849066497880004,0.0,0.0,0,346000.0,P I F,Larimer,1078,0.8218923933209648,32006,0.2587946386977413,147361,7069,4.6,595.6,6.38856140554563,Health
2002,84,1.9459101490553132,1.0,0.0,0,100000.0,P I F,Larimer,1078,0.8218923933209648,32006,0.2587946386977413,147361,7069,4.6,595.6,4.976733742420574,Wholesale
2002,60,0.6931471805599453,1.0,0.0,0,77000.0,P I F,Larimer,1078,0.8218923933209648,32006,0.2587946386977413,147361,7069,4.6,595.6,4.394449154672439,Professional
2002,84,1.0986122886681098,1.0,0.0,1,95825.0,P I F,Larimer,1078,0.8218923933209648,32006,0.2587946386977413,147361,7069,4.6,595.6,4.897839799950911,Professional
1993,300,1.6094379124341003,0.0,0.0,0,250000.0,P I F,Larimer,1078,0.8218923933209648,20312,0.2587946386977413,111237,5238,4.5,595.6,4.948759890378168,Retail
1993,240,0.6931471805599453,0.0,0.0,0,225745.0,P I F,Larimer,1078,0.8218923933209648,20312,0.2587946386977413,111237,5238,4.5,595.6,6.218600119691729,Unknown
